Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID2144,Jim,2021-02-06,17:31:12,Technical Support,Y,Y,68.0,0:05:42,5.0
ID2145,Martha,2021-02-06,17:35:31,Contract related,Y,Y,31.0,0:02:15,3.0
ID2146,Becky,2021-02-06,17:35:31,Streaming,Y,Y,44.0,0:05:05,3.0
ID2147,Becky,2021-02-06,17:35:31,Payment related,Y,Y,84.0,0:03:33,5.0
ID2148,Greg,2021-02-06,17:35:31,Technical Support,Y,Y,79.0,0:04:49,5.0
ID2149,Diane,2021-02-07,9:10:05,Admin Support,Y,Y,71.0,0:06:52,3.0
ID2150,Jim,2021-02-07,9:10:05,Admin Support,Y,Y,94.0,0:02:17,3.0
ID2151,Martha,2021-02-07,9:28:48,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2152,Dan,2021-02-07,9:28:48,Payment related,Y,Y,11.0,0:06:50,5.0
ID2153,Greg,2021-02-07,9:30:14,Streaming,Y,Y,51.0,0:06:15,1.0
ID2154,Martha,2021-02-07,9:30:14,Streaming,Y,N,12.0,0:06:03,3.0
ID2155,Jim,2021-02-07,10:00:29,Admin Support,Y,Y,16.0,0:05:22,4.0
ID2156,Becky,2021-02-07,10:00:29,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2157,Jim,2021-02-07,10:06:14,Streaming,Y,Y,54.0,0:04:21,3.0
ID2158,Martha,2021-02-07,10:06:14,Admin Support,Y,Y,106.0,0:04:06,3.0
ID2159,Diane,2021-02-07,10:13:26,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2160,Martha,2021-02-07,10:13:26,Admin Support,Y,Y,13.0,0:01:10,3.0
ID2161,Joe,2021-02-07,10:42:14,Streaming,Y,N,97.0,0:03:16,4.0
ID2162,Martha,2021-02-07,10:42:14,Contract related,Y,Y,124.0,0:04:54,4.0
ID2163,Dan,2021-02-07,10:56:38,Technical Support,Y,Y,46.0,0:04:12,3.0
ID2164,Martha,2021-02-07,10:56:38,Streaming,Y,Y,53.0,0:06:37,4.0
ID2165,Becky,2021-02-07,11:24:00,Payment related,Y,Y,51.0,0:06:01,2.0
ID2166,Diane,2021-02-07,11:24:00,Technical Support,Y,Y,51.0,0:00:58,5.0
ID2167,Becky,2021-02-07,11:24:00,Contract related,Y,Y,30.0,0:01:58,4.0
ID2168,Greg,2021-02-07,11:24:00,Streaming,Y,Y,51.0,0:06:24,5.0
ID2169,Becky,2021-02-07,11:25:26,Admin Support,Y,Y,45.0,0:02:40,1.0
ID2170,Diane,2021-02-07,11:25:26,Contract related,Y,Y,43.0,0:06:27,5.0
ID2171,Greg,2021-02-07,12:48:58,Technical Support,Y,Y,51.0,0:01:14,4.0
ID2172,Becky,2021-02-07,12:48:58,Contract related,Y,Y,99.0,0:04:06,4.0
ID2173,Greg,2021-02-07,13:00:29,Admin Support,Y,Y,94.0,0:01:50,5.0
ID2174,Stewart,2021-02-07,13:00:29,Technical Support,Y,Y,11.0,0:01:19,2.0
ID2175,Diane,2021-02-07,13:04:48,Technical Support,Y,Y,120.0,0:00:40,3.0
ID2176,Stewart,2021-02-07,13:04:48,Admin Support,Y,Y,70.0,0:06:33,3.0
ID2177,Becky,2021-02-07,13:48:00,Payment related,Y,Y,111.0,0:06:44,5.0
ID2178,Martha,2021-02-07,13:48:00,Technical Support,Y,Y,85.0,0:04:43,1.0
ID2179,Diane,2021-02-07,13:52:19,Technical Support,Y,N,58.0,0:01:31,2.0
ID2180,Dan,2021-02-07,13:52:19,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2181,Greg,2021-02-07,14:08:10,Payment related,Y,Y,14.0,0:03:17,4.0
ID2182,Martha,2021-02-07,14:08:10,Payment related,Y,Y,40.0,0:04:27,4.0
ID2183,Jim,2021-02-07,14:09:36,Contract related,Y,Y,51.0,0:05:14,3.0
ID2184,Greg,2021-02-07,14:09:36,Streaming,Y,N,16.0,0:05:47,3.0
ID2185,Greg,2021-02-07,14:21:07,Contract related,Y,Y,27.0,0:03:53,3.0
ID2186,Martha,2021-02-07,14:21:07,Contract related,Y,Y,14.0,0:06:28,1.0
ID2187,Martha,2021-02-07,15:20:10,Payment related,Y,Y,105.0,0:04:17,4.0
ID2188,Diane,2021-02-07,15:20:10,Streaming,Y,Y,77.0,0:01:05,4.0
ID2189,Greg,2021-02-07,16:09:07,Payment related,Y,N,71.0,0:03:28,3.0
ID2190,Dan,2021-02-07,16:09:07,Payment related,Y,Y,105.0,0:04:16,4.0
ID2191,Stewart,2021-02-07,16:19:12,Admin Support,Y,Y,107.0,0:05:42,4.0
ID2192,Martha,2021-02-07,16:19:12,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2193,Becky,2021-02-07,16:30:43,Admin Support,Y,Y,53.0,0:03:54,2.0
ID2194,Joe,2021-02-07,16:30:43,Contract related,Y,Y,109.0,0:03:40,4.0
ID2195,Becky,2021-02-07,16:30:43,Technical Support,Y,Y,18.0,0:04:17,4.0
ID2196,Dan,2021-02-07,16:30:43,Admin Support,Y,Y,34.0,0:03:27,3.0
ID2197,Jim,2021-02-07,16:35:02,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2198,Martha,2021-02-07,16:35:02,Contract related,Y,Y,102.0,0:05:43,2.0
ID2199,Martha,2021-02-07,16:39:22,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2200,Becky,2021-02-07,16:39:22,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2201,Stewart,2021-02-07,16:43:41,Payment related,Y,Y,111.0,0:01:20,5.0
ID2202,Greg,2021-02-07,16:43:41,Admin Support,Y,Y,81.0,0:04:14,4.0
ID2203,Diane,2021-02-07,17:25:26,Admin Support,Y,Y,97.0,0:05:13,3.0
ID2204,Greg,2021-02-07,17:25:26,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2205,Jim,2021-02-08,9:00:00,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2206,Becky,2021-02-08,9:00:00,Contract related,Y,Y,17.0,0:05:49,4.0
ID2207,Becky,2021-02-08,9:15:50,Admin Support,Y,Y,116.0,0:04:05,4.0
ID2208,Joe,2021-02-08,9:15:50,Payment related,Y,Y,112.0,0:04:43,3.0
ID2209,Diane,2021-02-08,9:23:02,Admin Support,Y,Y,40.0,0:06:40,1.0
ID2210,Becky,2021-02-08,9:23:02,Admin Support,Y,Y,120.0,0:02:41,5.0
ID2211,Joe,2021-02-08,10:07:41,Payment related,Y,Y,24.0,0:01:02,4.0
ID2212,Diane,2021-02-08,10:07:41,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2213,Stewart,2021-02-08,10:32:10,Technical Support,Y,Y,122.0,0:02:49,3.0
ID2214,Stewart,2021-02-08,10:32:10,Streaming,Y,Y,21.0,0:06:07,3.0
ID2215,Dan,2021-02-08,12:11:31,Contract related,Y,Y,16.0,0:05:12,5.0
ID2216,Stewart,2021-02-08,12:11:31,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2217,Greg,2021-02-08,13:09:07,Streaming,Y,Y,65.0,0:06:13,4.0
ID2218,Martha,2021-02-08,13:09:07,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2219,Martha,2021-02-08,13:23:31,Streaming,Y,N,111.0,0:05:19,1.0
ID2220,Stewart,2021-02-08,13:23:31,Contract related,Y,Y,81.0,0:00:55,2.0
ID2221,Diane,2021-02-08,14:15:22,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2222,Martha,2021-02-08,14:15:22,Technical Support,Y,Y,85.0,0:04:36,3.0
ID2223,Martha,2021-02-08,14:24:00,Technical Support,Y,Y,109.0,0:05:55,4.0
ID2224,Becky,2021-02-08,14:24:00,Streaming,Y,N,71.0,0:01:39,4.0
ID2225,Diane,2021-02-08,14:26:53,Admin Support,Y,Y,50.0,0:02:09,3.0
ID2226,Greg,2021-02-08,14:26:53,Payment related,Y,Y,66.0,0:01:03,3.0
ID2227,Becky,2021-02-08,14:34:05,Streaming,Y,Y,36.0,0:02:36,5.0
ID2228,Joe,2021-02-08,14:34:05,Streaming,Y,Y,57.0,0:03:56,2.0
ID2229,Greg,2021-02-08,14:38:24,Technical Support,Y,Y,124.0,0:04:11,5.0
ID2230,Martha,2021-02-08,14:38:24,Contract related,Y,Y,57.0,0:02:30,1.0
ID2231,Becky,2021-02-08,14:55:41,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2232,Jim,2021-02-08,14:55:41,Payment related,Y,Y,51.0,0:05:09,5.0
ID2233,Diane,2021-02-08,16:13:26,Payment related,Y,Y,119.0,0:06:46,3.0
ID2234,Diane,2021-02-08,16:13:26,Streaming,Y,Y,62.0,0:04:47,3.0
ID2235,Joe,2021-02-08,16:17:46,Contract related,Y,Y,70.0,0:03:13,5.0
ID2236,Jim,2021-02-08,16:17:46,Contract related,Y,Y,30.0,0:04:12,4.0
ID2237,Diane,2021-02-08,16:30:43,Admin Support,Y,Y,17.0,0:04:08,3.0
ID2238,Joe,2021-02-08,16:30:43,Streaming,Y,Y,43.0,0:03:18,3.0
ID2239,Dan,2021-02-08,16:45:07,Technical Support,Y,Y,81.0,0:01:56,5.0
ID2240,Martha,2021-02-08,16:45:07,Admin Support,Y,Y,58.0,0:05:37,3.0
ID2241,Martha,2021-02-08,16:46:34,Contract related,Y,Y,59.0,0:03:47,4.0
ID2242,Martha,2021-02-08,16:46:34,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2243,Martha,2021-02-08,17:08:10,Technical Support,Y,Y,110.0,0:05:17,5.0
ID2244,Diane,2021-02-08,17:08:10,Streaming,Y,Y,91.0,0:01:29,3.0
ID2245,Greg,2021-02-08,17:57:07,Admin Support,Y,Y,12.0,0:00:48,3.0
ID2246,Dan,2021-02-08,17:57:07,Payment related,Y,Y,38.0,0:06:48,5.0
ID2247,Becky,2021-02-09,9:12:58,Payment related,Y,Y,83.0,0:01:16,5.0
ID2248,Joe,2021-02-09,9:12:58,Technical Support,Y,Y,31.0,0:03:27,4.0
ID2249,Stewart,2021-02-09,9:28:48,Streaming,Y,Y,105.0,0:00:32,5.0
ID2250,Diane,2021-02-09,9:28:48,Streaming,Y,Y,98.0,0:01:21,5.0
ID2251,Joe,2021-02-09,10:10:34,Technical Support,Y,Y,56.0,0:04:01,2.0
ID2252,Becky,2021-02-09,10:10:34,Technical Support,Y,Y,83.0,0:05:13,5.0
ID2253,Greg,2021-02-09,10:27:50,Payment related,Y,Y,42.0,0:02:44,2.0
ID2254,Dan,2021-02-09,10:27:50,Admin Support,Y,Y,59.0,0:05:06,3.0
ID2255,Dan,2021-02-09,10:46:34,Admin Support,Y,Y,62.0,0:06:52,4.0
ID2256,Jim,2021-02-09,10:46:34,Admin Support,Y,Y,63.0,0:04:16,1.0
ID2257,Joe,2021-02-09,11:32:38,Technical Support,Y,Y,108.0,0:02:43,3.0
ID2258,Dan,2021-02-09,11:32:38,Payment related,Y,N,100.0,0:06:45,5.0
ID2259,Martha,2021-02-09,12:20:10,Contract related,Y,Y,69.0,0:05:50,3.0
ID2260,Joe,2021-02-09,12:20:10,Admin Support,Y,Y,66.0,0:04:53,2.0
ID2261,Dan,2021-02-09,12:28:48,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2262,Stewart,2021-02-09,12:28:48,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2263,Dan,2021-02-09,12:37:26,Payment related,Y,Y,122.0,0:00:48,4.0
ID2264,Dan,2021-02-09,12:37:26,Admin Support,Y,Y,44.0,0:05:26,4.0
ID2265,Becky,2021-02-09,12:47:31,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2266,Greg,2021-02-09,12:47:31,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2267,Joe,2021-02-09,12:47:31,Contract related,Y,Y,48.0,0:05:32,3.0
ID2268,Dan,2021-02-09,12:47:31,Contract related,Y,Y,82.0,0:03:49,1.0
ID2269,Greg,2021-02-09,12:50:24,Streaming,Y,N,17.0,0:05:06,2.0
ID2270,Greg,2021-02-09,12:50:24,Payment related,Y,Y,52.0,0:01:57,5.0
ID2271,Diane,2021-02-09,13:00:29,Admin Support,Y,Y,61.0,0:05:55,5.0
ID2272,Dan,2021-02-09,13:00:29,Admin Support,Y,Y,103.0,0:03:26,4.0
ID2273,Diane,2021-02-09,13:06:14,Admin Support,Y,Y,30.0,0:01:11,4.0
ID2274,Greg,2021-02-09,13:06:14,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2275,Jim,2021-02-09,13:22:05,Streaming,Y,Y,21.0,0:03:12,5.0
ID2276,Jim,2021-02-09,13:22:05,Streaming,Y,Y,117.0,0:04:18,5.0
ID2277,Jim,2021-02-09,13:29:17,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2278,Joe,2021-02-09,13:29:17,Admin Support,Y,Y,110.0,0:06:33,3.0
ID2279,Becky,2021-02-09,14:29:46,Payment related,Y,N,47.0,0:06:42,3.0
ID2280,Diane,2021-02-09,14:29:46,Streaming,Y,Y,48.0,0:02:03,4.0
ID2281,Martha,2021-02-09,14:29:46,Technical Support,Y,Y,63.0,0:03:31,5.0
ID2282,Joe,2021-02-09,14:29:46,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2283,Diane,2021-02-09,15:20:10,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2284,Jim,2021-02-09,15:20:10,Admin Support,Y,Y,78.0,0:01:43,3.0
ID2285,Dan,2021-02-09,15:54:43,Admin Support,Y,Y,80.0,0:06:38,5.0
ID2286,Martha,2021-02-09,15:54:43,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2287,Martha,2021-02-09,16:19:12,Admin Support,Y,Y,93.0,0:01:27,5.0
ID2288,Greg,2021-02-09,16:19:12,Admin Support,Y,Y,88.0,0:01:36,5.0
ID2289,Joe,2021-02-09,16:20:38,Streaming,Y,Y,14.0,0:03:30,5.0
ID2290,Becky,2021-02-09,16:20:38,Admin Support,Y,Y,59.0,0:04:36,3.0
ID2291,Stewart,2021-02-09,16:22:05,Technical Support,Y,Y,101.0,0:01:18,2.0
ID2292,Greg,2021-02-09,16:22:05,Streaming,Y,Y,38.0,0:00:43,2.0
ID2293,Jim,2021-02-09,16:32:10,Technical Support,Y,Y,104.0,0:02:34,1.0
ID2294,Stewart,2021-02-09,16:32:10,Admin Support,Y,Y,29.0,0:01:04,4.0
ID2295,Diane,2021-02-09,16:52:19,Streaming,Y,Y,67.0,0:01:51,2.0
ID2296,Dan,2021-02-09,16:52:19,Admin Support,Y,Y,75.0,0:04:55,5.0
ID2297,Greg,2021-02-09,17:03:50,Payment related,Y,Y,110.0,0:01:03,1.0
ID2298,Jim,2021-02-09,17:03:50,Streaming,Y,N,36.0,0:06:51,2.0
ID2299,Diane,2021-02-09,17:29:46,Contract related,Y,Y,96.0,0:06:24,2.0
ID2300,Joe,2021-02-09,17:29:46,Technical Support,Y,N,91.0,0:03:43,4.0
ID2301,Dan,2021-02-09,17:57:07,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2302,Becky,2021-02-09,17:57:07,Streaming,Y,Y,53.0,0:01:08,4.0
ID2303,Joe,2021-02-10,9:01:26,Streaming,Y,Y,112.0,0:05:34,3.0
ID2304,Stewart,2021-02-10,9:01:26,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2305,Martha,2021-02-10,9:12:58,Technical Support,Y,Y,87.0,0:01:23,3.0
ID2306,Diane,2021-02-10,9:12:58,Admin Support,Y,Y,78.0,0:01:45,5.0
ID2307,Jim,2021-02-10,9:18:43,Payment related,Y,N,16.0,0:01:53,4.0
ID2308,Jim,2021-02-10,9:18:43,Streaming,Y,Y,56.0,0:06:38,4.0
ID2309,Diane,2021-02-10,10:37:55,Technical Support,Y,Y,87.0,0:06:49,3.0
ID2310,Becky,2021-02-10,10:37:55,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2311,Jim,2021-02-10,11:03:50,Admin Support,Y,N,46.0,0:05:54,4.0
ID2312,Becky,2021-02-10,11:03:50,Payment related,Y,Y,116.0,0:06:13,3.0
ID2313,Stewart,2021-02-10,11:09:36,Technical Support,Y,Y,26.0,0:01:39,4.0
ID2314,Joe,2021-02-10,11:09:36,Technical Support,Y,Y,94.0,0:03:53,2.0
ID2315,Joe,2021-02-10,11:19:41,Streaming,Y,N,87.0,0:01:21,3.0
ID2316,Greg,2021-02-10,11:19:41,Technical Support,Y,Y,14.0,0:01:19,3.0
ID2317,Jim,2021-02-10,11:29:46,Contract related,Y,Y,49.0,0:03:51,3.0
ID2318,Stewart,2021-02-10,11:29:46,Contract related,Y,Y,91.0,0:02:12,2.0
ID2319,Becky,2021-02-10,11:31:12,Contract related,Y,Y,63.0,0:02:38,3.0
ID2320,Diane,2021-02-10,11:31:12,Admin Support,Y,Y,92.0,0:02:48,4.0
ID2321,Becky,2021-02-10,11:51:22,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2322,Stewart,2021-02-10,11:51:22,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2323,Jim,2021-02-10,12:15:50,Technical Support,Y,Y,34.0,0:02:29,5.0
ID2324,Jim,2021-02-10,12:15:50,Payment related,Y,Y,88.0,0:03:43,3.0
ID2325,Martha,2021-02-10,12:20:10,Admin Support,Y,Y,28.0,0:01:58,3.0
ID2326,Becky,2021-02-10,12:20:10,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2327,Jim,2021-02-10,12:23:02,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2328,Martha,2021-02-10,12:23:02,Contract related,Y,Y,103.0,0:00:52,2.0
ID2329,Joe,2021-02-10,12:47:31,Technical Support,Y,Y,11.0,0:01:02,1.0
ID2330,Dan,2021-02-10,12:47:31,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2331,Becky,2021-02-10,12:59:02,Payment related,Y,Y,65.0,0:02:42,5.0
ID2332,Dan,2021-02-10,12:59:02,Payment related,Y,N,46.0,0:06:08,2.0
ID2333,Stewart,2021-02-10,13:04:48,Payment related,Y,Y,77.0,0:06:21,1.0
ID2334,Dan,2021-02-10,13:04:48,Contract related,Y,N,53.0,0:05:47,2.0
ID2335,Jim,2021-02-10,13:04:48,Payment related,Y,Y,30.0,0:02:21,4.0
ID2336,Joe,2021-02-10,13:04:48,Admin Support,Y,Y,106.0,0:02:33,2.0
ID2337,Joe,2021-02-10,13:46:34,Streaming,Y,Y,13.0,0:05:50,4.0
ID2338,Martha,2021-02-10,13:46:34,Contract related,Y,Y,45.0,0:05:37,5.0
ID2339,Stewart,2021-02-10,14:09:36,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2340,Greg,2021-02-10,14:09:36,Streaming,Y,Y,19.0,0:01:49,5.0
ID2341,Becky,2021-02-10,15:05:46,Payment related,Y,Y,64.0,0:02:50,5.0
ID2342,Dan,2021-02-10,15:05:46,Streaming,Y,N,47.0,0:02:01,5.0
ID2343,Greg,2021-02-10,15:46:05,Payment related,Y,Y,120.0,0:00:56,3.0
ID2344,Stewart,2021-02-10,15:46:05,Contract related,Y,Y,85.0,0:02:09,3.0
ID2345,Dan,2021-02-10,16:22:05,Contract related,Y,Y,64.0,0:01:38,3.0
ID2346,Diane,2021-02-10,16:22:05,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2347,Martha,2021-02-10,16:26:24,Technical Support,Y,Y,73.0,0:06:11,5.0
ID2348,Becky,2021-02-10,16:26:24,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2349,Joe,2021-02-10,16:27:50,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2350,Martha,2021-02-10,16:27:50,Contract related,Y,Y,122.0,0:04:35,4.0
ID2351,Dan,2021-02-10,16:27:50,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2352,Diane,2021-02-10,16:27:50,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2353,Diane,2021-02-10,17:08:10,Technical Support,Y,Y,114.0,0:06:54,3.0
ID2354,Becky,2021-02-10,17:08:10,Technical Support,Y,Y,30.0,0:06:31,1.0
ID2355,Diane,2021-02-10,17:18:14,Admin Support,Y,Y,47.0,0:00:47,4.0
ID2356,Joe,2021-02-10,17:18:14,Payment related,Y,Y,23.0,0:03:37,2.0
ID2357,Greg,2021-02-10,17:25:26,Payment related,Y,Y,99.0,0:01:42,3.0
ID2358,Stewart,2021-02-10,17:25:26,Contract related,Y,Y,51.0,0:04:51,4.0
ID2359,Diane,2021-02-10,17:28:19,Contract related,Y,Y,20.0,0:05:06,1.0
ID2360,Jim,2021-02-10,17:28:19,Admin Support,Y,Y,25.0,0:06:15,5.0
ID2361,Jim,2021-02-10,17:35:31,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2362,Jim,2021-02-10,17:35:31,Contract related,Y,Y,69.0,0:04:16,3.0
ID2363,Dan,2021-02-10,17:44:10,Admin Support,Y,Y,118.0,0:05:40,4.0
ID2364,Diane,2021-02-10,17:44:10,Payment related,Y,Y,108.0,0:04:40,5.0
ID2365,Martha,2021-02-11,9:05:46,Streaming,Y,Y,59.0,0:04:31,5.0
ID2366,Diane,2021-02-11,9:05:46,Technical Support,Y,Y,103.0,0:01:22,3.0
ID2367,Becky,2021-02-11,9:11:31,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2368,Jim,2021-02-11,9:11:31,Contract related,Y,Y,112.0,0:01:24,1.0
ID2369,Diane,2021-02-11,9:34:34,Streaming,Y,Y,38.0,0:03:30,5.0
ID2370,Jim,2021-02-11,9:34:34,Contract related,Y,Y,81.0,0:04:44,3.0
ID2371,Martha,2021-02-11,9:44:38,Admin Support,Y,N,115.0,0:03:02,4.0
ID2372,Greg,2021-02-11,9:44:38,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2373,Stewart,2021-02-11,10:12:00,Contract related,Y,Y,45.0,0:01:04,4.0
ID2374,Dan,2021-02-11,10:12:00,Admin Support,Y,Y,11.0,0:02:06,5.0
ID2375,Joe,2021-02-11,10:23:31,Streaming,Y,Y,93.0,0:02:17,1.0
ID2376,Becky,2021-02-11,10:23:31,Streaming,Y,Y,107.0,0:01:45,5.0
ID2377,Martha,2021-02-11,10:29:17,Payment related,Y,Y,36.0,0:05:37,3.0
ID2378,Greg,2021-02-11,10:29:17,Contract related,Y,Y,81.0,0:04:20,1.0
ID2379,Greg,2021-02-11,11:05:17,Payment related,Y,Y,58.0,0:06:31,3.0
ID2380,Diane,2021-02-11,11:05:17,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2381,Jim,2021-02-11,11:12:29,Contract related,Y,Y,102.0,0:06:13,5.0
ID2382,Becky,2021-02-11,11:12:29,Streaming,Y,Y,63.0,0:05:52,4.0
ID2383,Dan,2021-02-11,11:54:14,Streaming,Y,Y,106.0,0:00:41,4.0
ID2384,Becky,2021-02-11,11:54:14,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2385,Jim,2021-02-11,11:55:41,Payment related,Y,Y,31.0,0:00:47,4.0
ID2386,Dan,2021-02-11,11:55:41,Contract related,Y,Y,93.0,0:04:54,5.0
ID2387,Diane,2021-02-11,12:00:00,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2388,Becky,2021-02-11,12:00:00,Admin Support,Y,Y,66.0,0:03:11,4.0
ID2389,Becky,2021-02-11,12:00:00,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2390,Becky,2021-02-11,12:00:00,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2391,Diane,2021-02-11,12:04:19,Payment related,Y,Y,18.0,0:02:08,5.0
ID2392,Martha,2021-02-11,12:04:19,Admin Support,Y,Y,65.0,0:05:43,5.0
ID2393,Dan,2021-02-11,12:15:50,Contract related,Y,Y,116.0,0:04:12,2.0
ID2394,Dan,2021-02-11,12:15:50,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2395,Stewart,2021-02-11,12:30:14,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2396,Martha,2021-02-11,12:30:14,Admin Support,Y,Y,19.0,0:05:35,5.0
ID2397,Dan,2021-02-11,12:34:34,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2398,Greg,2021-02-11,12:34:34,Technical Support,Y,Y,120.0,0:06:54,3.0
ID2399,Martha,2021-02-11,12:36:00,Admin Support,Y,Y,32.0,0:00:55,3.0
ID2400,Stewart,2021-02-11,12:36:00,Admin Support,Y,Y,121.0,0:05:45,2.0
ID2401,Jim,2021-02-11,12:50:24,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2402,Greg,2021-02-11,12:50:24,Admin Support,Y,Y,82.0,0:03:21,4.0
ID2403,Martha,2021-02-11,12:57:36,Contract related,Y,Y,53.0,0:02:18,4.0
ID2404,Stewart,2021-02-11,12:57:36,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2405,Becky,2021-02-11,13:12:00,Technical Support,Y,Y,16.0,0:05:12,4.0
ID2406,Martha,2021-02-11,13:12:00,Admin Support,Y,Y,67.0,0:06:11,3.0
ID2407,Dan,2021-02-11,13:22:05,Streaming,Y,Y,95.0,0:02:59,4.0
ID2408,Diane,2021-02-11,13:22:05,Admin Support,Y,Y,75.0,0:02:42,3.0
ID2409,Jim,2021-02-11,13:30:43,Streaming,Y,Y,53.0,0:05:25,3.0
ID2410,Joe,2021-02-11,13:30:43,Contract related,Y,Y,116.0,0:00:49,5.0
ID2411,Stewart,2021-02-11,13:37:55,Technical Support,Y,Y,83.0,0:04:23,3.0
ID2412,Jim,2021-02-11,13:37:55,Contract related,Y,Y,92.0,0:02:15,4.0
ID2413,Martha,2021-02-11,13:46:34,Admin Support,Y,Y,24.0,0:02:41,3.0
ID2414,Martha,2021-02-11,13:46:34,Contract related,Y,Y,16.0,0:04:17,4.0
ID2415,Jim,2021-02-11,14:03:50,Contract related,Y,Y,24.0,0:02:22,5.0
ID2416,Martha,2021-02-11,14:03:50,Technical Support,Y,Y,114.0,0:03:49,2.0
ID2417,Jim,2021-02-11,14:03:50,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID2418,Jim,2021-02-11,14:03:50,Technical Support,Y,Y,120.0,0:05:57,4.0
ID2419,Martha,2021-02-11,14:25:26,Streaming,Y,Y,89.0,0:06:57,5.0
ID2420,Martha,2021-02-11,14:25:26,Payment related,Y,Y,83.0,0:01:29,4.0
ID2421,Dan,2021-02-11,14:52:48,Streaming,Y,Y,71.0,0:02:34,5.0
ID2422,Greg,2021-02-11,14:52:48,Streaming,Y,Y,62.0,0:02:00,4.0
ID2423,Becky,2021-02-11,15:04:19,Payment related,Y,Y,84.0,0:03:15,2.0
ID2424,Dan,2021-02-11,15:04:19,Technical Support,Y,Y,17.0,0:01:21,4.0
ID2425,Greg,2021-02-11,15:11:31,Contract related,Y,Y,24.0,0:03:51,4.0
ID2426,Joe,2021-02-11,15:11:31,Streaming,Y,Y,108.0,0:05:34,3.0
ID2427,Diane,2021-02-11,15:59:02,Payment related,Y,Y,13.0,0:02:04,3.0
ID2428,Becky,2021-02-11,15:59:02,Technical Support,Y,Y,119.0,0:06:23,3.0
ID2429,Dan,2021-02-11,16:29:17,Payment related,Y,Y,80.0,0:05:32,2.0
